marks,total,test,reason,id,correct
0.5,0.5,uv run autolysis *,ran,22f3001318,1
0.5,0.5,public_repo,exists,22f3001415,1
0.5,0.5,mit_license,present,22f3001415,1
0.4,0.4,autolysis.py,present,22f3001415,1
0.1,0.1,goodreads/README.md,present,22f3001415,1
0.1,0.1,goodreads/*.png,present,22f3001415,1
0.1,0.1,happiness/README.md,present,22f3001415,1
0.1,0.1,happiness/*.png,present,22f3001415,1
0.1,0.1,media/README.md,present,22f3001415,1
0.1,0.1,media/*.png,present,22f3001415,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3001415,1
0.5,0.5,uv run autolysis *,ran,22f3001415,1
0.5,0.5,public_repo,exists,22f3001493,1
0.5,0.5,mit_license,present,22f3001493,1
0.4,0.4,autolysis.py,present,22f3001493,1
0.1,0.1,goodreads/README.md,present,22f3001493,1
0.1,0.1,goodreads/*.png,present,22f3001493,1
0.1,0.1,happiness/README.md,present,22f3001493,1
0.1,0.1,happiness/*.png,present,22f3001493,1
0.1,0.1,media/README.md,present,22f3001493,1
0.1,0.1,media/*.png,present,22f3001493,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3001493,1
0.5,0.5,uv run autolysis *,ran,22f3001493,1
0.5,0.5,public_repo,exists,22f3001506,1
0.5,0.5,mit_license,present,22f3001506,1
0.4,0.4,autolysis.py,present,22f3001506,1
0.1,0.1,goodreads/README.md,present,22f3001506,1
0.1,0.1,goodreads/*.png,present,22f3001506,1
0.1,0.1,happiness/README.md,present,22f3001506,1
0.1,0.1,happiness/*.png,present,22f3001506,1
0.1,0.1,media/README.md,present,22f3001506,1
0.1,0.1,media/*.png,present,22f3001506,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3001506,1
0.5,0.5,uv run autolysis *,ran,22f3001506,1
0.5,0.5,public_repo,exists,22f3001738,1
0.5,0.5,mit_license,present,22f3001738,1
0.4,0.4,autolysis.py,present,22f3001738,1
0.1,0.1,goodreads/README.md,present,22f3001738,1
0.1,0.1,goodreads/*.png,present,22f3001738,1
0.1,0.1,happiness/README.md,present,22f3001738,1
0.1,0.1,happiness/*.png,present,22f3001738,1
0.1,0.1,media/README.md,present,22f3001738,1
0.1,0.1,media/*.png,present,22f3001738,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3001738,1
0.5,0.5,uv run autolysis *,ran,22f3001738,1
0.5,0.5,public_repo,exists,22f3001953,1
0.5,0.5,mit_license,present,22f3001953,1
0.4,0.4,autolysis.py,present,22f3001953,1
0.1,0.1,goodreads/README.md,present,22f3001953,1
0.1,0.1,goodreads/*.png,present,22f3001953,1
0.1,0.1,happiness/README.md,present,22f3001953,1
0.1,0.1,happiness/*.png,present,22f3001953,1
0.1,0.1,media/README.md,present,22f3001953,1
0.1,0.1,media/*.png,present,22f3001953,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/22f3001953/goodreads.csv,22f3001953,0
0.0,0.5,uv run autolysis *,did not run all,22f3001953,0
0.5,0.5,public_repo,exists,22f3001954,1
0.5,0.5,mit_license,present,22f3001954,1
0.4,0.4,autolysis.py,present,22f3001954,1
0.1,0.1,goodreads/README.md,present,22f3001954,1
0.1,0.1,goodreads/*.png,present,22f3001954,1
0.1,0.1,happiness/README.md,present,22f3001954,1
0.1,0.1,happiness/*.png,present,22f3001954,1
0.1,0.1,media/README.md,present,22f3001954,1
0.1,0.1,media/*.png,present,22f3001954,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3001954,1
0.5,0.5,uv run autolysis *,ran,22f3001954,1
0.5,0.5,public_repo,exists,22f3002199,1
0.5,0.5,mit_license,present,22f3002199,1
0.4,0.4,autolysis.py,present,22f3002199,1
0.1,0.1,goodreads/README.md,present,22f3002199,1
0.1,0.1,goodreads/*.png,present,22f3002199,1
0.1,0.1,happiness/README.md,present,22f3002199,1
0.1,0.1,happiness/*.png,present,22f3002199,1
0.1,0.1,media/README.md,present,22f3002199,1
0.1,0.1,media/*.png,present,22f3002199,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3002199,1
0.5,0.5,uv run autolysis *,ran,22f3002199,1
0.5,0.5,public_repo,exists,22f3002393,1
0.5,0.5,mit_license,present,22f3002393,1
0.4,0.4,autolysis.py,present,22f3002393,1
0.1,0.1,goodreads/README.md,present,22f3002393,1
0.1,0.1,goodreads/*.png,present,22f3002393,1
0.1,0.1,happiness/README.md,present,22f3002393,1
0.1,0.1,happiness/*.png,present,22f3002393,1
0.1,0.1,media/README.md,present,22f3002393,1
0.1,0.1,media/*.png,present,22f3002393,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3002393,1
0.5,0.5,uv run autolysis *,ran,22f3002393,1
0.5,0.5,public_repo,exists,22f3002597,1
0.5,0.5,mit_license,present,22f3002597,1
0.4,0.4,autolysis.py,present,22f3002597,1
0.1,0.1,goodreads/README.md,present,22f3002597,1
0.1,0.1,goodreads/*.png,present,22f3002597,1
0.1,0.1,happiness/README.md,present,22f3002597,1
0.1,0.1,happiness/*.png,present,22f3002597,1
0.1,0.1,media/README.md,present,22f3002597,1
0.1,0.1,media/*.png,present,22f3002597,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3002597,1
0.5,0.5,uv run autolysis *,ran,22f3002597,1
0.5,0.5,public_repo,exists,22f3002743,1
0.5,0.5,mit_license,present,22f3002743,1
0.4,0.4,autolysis.py,present,22f3002743,1
0.1,0.1,goodreads/README.md,present,22f3002743,1
0.1,0.1,goodreads/*.png,present,22f3002743,1
0.1,0.1,happiness/README.md,present,22f3002743,1
0.1,0.1,happiness/*.png,present,22f3002743,1
0.1,0.1,media/README.md,present,22f3002743,1
0.1,0.1,media/*.png,present,22f3002743,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3002743,1
0.5,0.5,uv run autolysis *,ran,22f3002743,1
0.5,0.5,public_repo,exists,22f3003042,1
0.5,0.5,mit_license,present,22f3003042,1
0.4,0.4,autolysis.py,present,22f3003042,1
0.1,0.1,goodreads/README.md,present,22f3003042,1
0.1,0.1,goodreads/*.png,present,22f3003042,1
0.1,0.1,happiness/README.md,present,22f3003042,1
0.1,0.1,happiness/*.png,present,22f3003042,1
0.1,0.1,media/README.md,present,22f3003042,1
0.1,0.1,media/*.png,present,22f3003042,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3003042,1
0.5,0.5,uv run autolysis *,ran,22f3003042,1
0.5,0.5,public_repo,exists,22f3003067,1
0.5,0.5,mit_license,present,22f3003067,1
0.4,0.4,autolysis.py,present,22f3003067,1
0.1,0.1,goodreads/README.md,present,22f3003067,1
0.1,0.1,goodreads/*.png,present,22f3003067,1
0.1,0.1,happiness/README.md,present,22f3003067,1
0.1,0.1,happiness/*.png,present,22f3003067,1
0.1,0.1,media/README.md,present,22f3003067,1
0.1,0.1,media/*.png,present,22f3003067,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/22f3003067/goodreads.csv,22f3003067,0
0.0,0.5,uv run autolysis *,did not run all,22f3003067,0
0.5,0.5,public_repo,exists,22f3003086,1
0.5,0.5,mit_license,present,22f3003086,1
0.4,0.4,autolysis.py,present,22f3003086,1
0.1,0.1,goodreads/README.md,present,22f3003086,1
0.1,0.1,goodreads/*.png,present,22f3003086,1
0.1,0.1,happiness/README.md,present,22f3003086,1
0.1,0.1,happiness/*.png,present,22f3003086,1
0.1,0.1,media/README.md,present,22f3003086,1
0.1,0.1,media/*.png,present,22f3003086,1
0.5,0.5,uv run autolysis goodreads.csv,ran,22f3003086,1
0.5,0.5,uv run autolysis *,ran,22f3003086,1
0.5,0.5,public_repo,exists,23ds1000051,1
0.5,0.5,mit_license,present,23ds1000051,1
0.4,0.4,autolysis.py,present,23ds1000051,1
0.1,0.1,goodreads/README.md,present,23ds1000051,1
0.1,0.1,goodreads/*.png,present,23ds1000051,1
0.1,0.1,happiness/README.md,present,23ds1000051,1
0.1,0.1,happiness/*.png,present,23ds1000051,1
0.1,0.1,media/README.md,present,23ds1000051,1
0.1,0.1,media/*.png,present,23ds1000051,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23ds1000051,1
0.5,0.5,uv run autolysis *,ran,23ds1000051,1
0.5,0.5,public_repo,exists,23ds2000155,1
0.5,0.5,mit_license,present,23ds2000155,1
0.4,0.4,autolysis.py,present,23ds2000155,1
0.1,0.1,goodreads/README.md,present,23ds2000155,1
0.1,0.1,goodreads/*.png,present,23ds2000155,1
0.1,0.1,happiness/README.md,present,23ds2000155,1
0.1,0.1,happiness/*.png,present,23ds2000155,1
0.1,0.1,media/README.md,present,23ds2000155,1
0.1,0.1,media/*.png,present,23ds2000155,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23ds2000155,1
0.5,0.5,uv run autolysis *,ran,23ds2000155,1
0.5,0.5,public_repo,exists,23ds3000218,1
0.5,0.5,mit_license,present,23ds3000218,1
0.4,0.4,autolysis.py,present,23ds3000218,1
0.1,0.1,goodreads/README.md,present,23ds3000218,1
0.1,0.1,goodreads/*.png,present,23ds3000218,1
0.1,0.1,happiness/README.md,present,23ds3000218,1
0.1,0.1,happiness/*.png,present,23ds3000218,1
0.1,0.1,media/README.md,present,23ds3000218,1
0.1,0.1,media/*.png,present,23ds3000218,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23ds3000218/goodreads.csv,23ds3000218,0
0.0,0.5,uv run autolysis *,did not run all,23ds3000218,0
0.5,0.5,public_repo,exists,23f1001299,1
0.5,0.5,mit_license,present,23f1001299,1
0.4,0.4,autolysis.py,present,23f1001299,1
0.1,0.1,goodreads/README.md,present,23f1001299,1
0.1,0.1,goodreads/*.png,present,23f1001299,1
0.1,0.1,happiness/README.md,present,23f1001299,1
0.1,0.1,happiness/*.png,present,23f1001299,1
0.1,0.1,media/README.md,present,23f1001299,1
0.1,0.1,media/*.png,present,23f1001299,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1001299,1
0.5,0.5,uv run autolysis *,ran,23f1001299,1
0.5,0.5,public_repo,exists,23f1001362,1
0.5,0.5,mit_license,present,23f1001362,1
0.4,0.4,autolysis.py,present,23f1001362,1
0.1,0.1,goodreads/README.md,present,23f1001362,1
0.1,0.1,goodreads/*.png,present,23f1001362,1
0.1,0.1,happiness/README.md,present,23f1001362,1
0.1,0.1,happiness/*.png,present,23f1001362,1
0.1,0.1,media/README.md,present,23f1001362,1
0.1,0.1,media/*.png,present,23f1001362,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f1001362/goodreads.csv,23f1001362,0
0.0,0.5,uv run autolysis *,did not run all,23f1001362,0
0.5,0.5,public_repo,exists,23f1001535,1
0.5,0.5,mit_license,present,23f1001535,1
0.4,0.4,autolysis.py,present,23f1001535,1
0.1,0.1,goodreads/README.md,present,23f1001535,1
0.1,0.1,goodreads/*.png,present,23f1001535,1
0.1,0.1,happiness/README.md,present,23f1001535,1
0.1,0.1,happiness/*.png,present,23f1001535,1
0.1,0.1,media/README.md,present,23f1001535,1
0.1,0.1,media/*.png,present,23f1001535,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1001535,1
0.5,0.5,uv run autolysis *,ran,23f1001535,1
0.5,0.5,public_repo,exists,23f1001545,1
0.5,0.5,mit_license,present,23f1001545,1
0.4,0.4,autolysis.py,present,23f1001545,1
0.1,0.1,goodreads/README.md,present,23f1001545,1
0.1,0.1,goodreads/*.png,present,23f1001545,1
0.1,0.1,happiness/README.md,present,23f1001545,1
0.1,0.1,happiness/*.png,present,23f1001545,1
0.1,0.1,media/README.md,present,23f1001545,1
0.1,0.1,media/*.png,present,23f1001545,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f1001545/goodreads.csv,23f1001545,0
0.0,0.5,uv run autolysis *,did not run all,23f1001545,0
0.5,0.5,public_repo,exists,23f1001610,1
0.5,0.5,mit_license,present,23f1001610,1
0.4,0.4,autolysis.py,present,23f1001610,1
0.1,0.1,goodreads/README.md,present,23f1001610,1
0.1,0.1,goodreads/*.png,present,23f1001610,1
0.1,0.1,happiness/README.md,present,23f1001610,1
0.1,0.1,happiness/*.png,present,23f1001610,1
0.1,0.1,media/README.md,present,23f1001610,1
0.1,0.1,media/*.png,present,23f1001610,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/23f1001610/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 120 seconds",23f1001610,0
0.0,0.5,uv run autolysis *,did not run all,23f1001610,0
0.5,0.5,public_repo,exists,23f1001901,1
0.5,0.5,mit_license,present,23f1001901,1
0.4,0.4,autolysis.py,present,23f1001901,1
0.1,0.1,goodreads/README.md,present,23f1001901,1
0.1,0.1,goodreads/*.png,present,23f1001901,1
0.1,0.1,happiness/README.md,present,23f1001901,1
0.1,0.1,happiness/*.png,present,23f1001901,1
0.1,0.1,media/README.md,present,23f1001901,1
0.1,0.1,media/*.png,present,23f1001901,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1001901,1
0.5,0.5,uv run autolysis *,ran,23f1001901,1
0.5,0.5,public_repo,exists,23f1002455,1
0.5,0.5,mit_license,present,23f1002455,1
0.4,0.4,autolysis.py,present,23f1002455,1
0.1,0.1,goodreads/README.md,present,23f1002455,1
0.1,0.1,goodreads/*.png,present,23f1002455,1
0.1,0.1,happiness/README.md,present,23f1002455,1
0.1,0.1,happiness/*.png,present,23f1002455,1
0.1,0.1,media/README.md,present,23f1002455,1
0.1,0.1,media/*.png,present,23f1002455,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1002455,1
0.5,0.5,uv run autolysis *,ran,23f1002455,1
0.5,0.5,public_repo,exists,23f1002688,1
0.5,0.5,mit_license,present,23f1002688,1
0.4,0.4,autolysis.py,present,23f1002688,1
0.1,0.1,goodreads/README.md,present,23f1002688,1
0.1,0.1,goodreads/*.png,present,23f1002688,1
0.1,0.1,happiness/README.md,present,23f1002688,1
0.1,0.1,happiness/*.png,present,23f1002688,1
0.1,0.1,media/README.md,present,23f1002688,1
0.1,0.1,media/*.png,present,23f1002688,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1002688,1
0.5,0.5,uv run autolysis *,ran,23f1002688,1
0.5,0.5,public_repo,exists,23f1003005,1
0.5,0.5,mit_license,present,23f1003005,1
0.4,0.4,autolysis.py,present,23f1003005,1
0.1,0.1,goodreads/README.md,present,23f1003005,1
0.1,0.1,goodreads/*.png,present,23f1003005,1
0.1,0.1,happiness/README.md,present,23f1003005,1
0.1,0.1,happiness/*.png,present,23f1003005,1
0.1,0.1,media/README.md,present,23f1003005,1
0.1,0.1,media/*.png,present,23f1003005,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f1003005,1
0.5,0.5,uv run autolysis *,ran,23f1003005,1
0.5,0.5,public_repo,exists,23f1003171,1
0.5,0.5,mit_license,present,23f1003171,1
0.4,0.4,autolysis.py,present,23f1003171,1
0.1,0.1,goodreads/README.md,present,23f1003171,1
0.1,0.1,goodreads/*.png,present,23f1003171,1
0.1,0.1,happiness/README.md,present,23f1003171,1
0.1,0.1,happiness/*.png,present,23f1003171,1
0.1,0.1,media/README.md,present,23f1003171,1
0.1,0.1,media/*.png,present,23f1003171,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f1003171/goodreads.csv,23f1003171,0
0.0,0.5,uv run autolysis *,did not run all,23f1003171,0
0.5,0.5,public_repo,exists,23f2001005,1
0.5,0.5,mit_license,present,23f2001005,1
0.4,0.4,autolysis.py,present,23f2001005,1
0.1,0.1,goodreads/README.md,present,23f2001005,1
0.1,0.1,goodreads/*.png,present,23f2001005,1
0.1,0.1,happiness/README.md,present,23f2001005,1
0.1,0.1,happiness/*.png,present,23f2001005,1
0.1,0.1,media/README.md,present,23f2001005,1
0.1,0.1,media/*.png,present,23f2001005,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f2001005/goodreads.csv,23f2001005,0
0.0,0.5,uv run autolysis *,did not run all,23f2001005,0
0.5,0.5,public_repo,exists,23f2001421,1
0.5,0.5,mit_license,present,23f2001421,1
0.4,0.4,autolysis.py,present,23f2001421,1
0.1,0.1,goodreads/README.md,present,23f2001421,1
0.1,0.1,goodreads/*.png,present,23f2001421,1
0.1,0.1,happiness/README.md,present,23f2001421,1
0.1,0.1,happiness/*.png,present,23f2001421,1
0.1,0.1,media/README.md,present,23f2001421,1
0.1,0.1,media/*.png,present,23f2001421,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2001421,1
0.5,0.5,uv run autolysis *,ran,23f2001421,1
0.5,0.5,public_repo,exists,23f2001431,1
0.5,0.5,mit_license,present,23f2001431,1
0.4,0.4,autolysis.py,present,23f2001431,1
0.1,0.1,goodreads/README.md,present,23f2001431,1
0.1,0.1,goodreads/*.png,present,23f2001431,1
0.1,0.1,happiness/README.md,present,23f2001431,1
0.1,0.1,happiness/*.png,present,23f2001431,1
0.1,0.1,media/README.md,present,23f2001431,1
0.1,0.1,media/*.png,present,23f2001431,1
0.0,0.5,uv run autolysis goodreads.csv,no README.md in /root/.local/share/tds-sep-24-project-2/eval/23f2001431/goodreads.csv,23f2001431,0
0.0,0.5,uv run autolysis *,did not run all,23f2001431,0
0.5,0.5,public_repo,exists,23f2001942,1
0.5,0.5,mit_license,present,23f2001942,1
0.4,0.4,autolysis.py,present,23f2001942,1
0.1,0.1,goodreads/README.md,present,23f2001942,1
0.1,0.1,goodreads/*.png,present,23f2001942,1
0.1,0.1,happiness/README.md,present,23f2001942,1
0.1,0.1,happiness/*.png,present,23f2001942,1
0.1,0.1,media/README.md,present,23f2001942,1
0.1,0.1,media/*.png,present,23f2001942,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/23f2001942/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 120 seconds",23f2001942,0
0.0,0.5,uv run autolysis *,did not run all,23f2001942,0
0.5,0.5,public_repo,exists,23f2002166,1
0.5,0.5,mit_license,present,23f2002166,1
0.4,0.4,autolysis.py,present,23f2002166,1
0.1,0.1,goodreads/README.md,present,23f2002166,1
0.1,0.1,goodreads/*.png,present,23f2002166,1
0.1,0.1,happiness/README.md,present,23f2002166,1
0.1,0.1,happiness/*.png,present,23f2002166,1
0.1,0.1,media/README.md,present,23f2002166,1
0.1,0.1,media/*.png,present,23f2002166,1
0.0,0.5,uv run autolysis goodreads.csv,no *.png in /root/.local/share/tds-sep-24-project-2/eval/23f2002166/goodreads.csv,23f2002166,0
0.0,0.5,uv run autolysis *,did not run all,23f2002166,0
0.5,0.5,public_repo,exists,23f2003415,1
0.5,0.5,mit_license,present,23f2003415,1
0.4,0.4,autolysis.py,present,23f2003415,1
0.1,0.1,goodreads/README.md,present,23f2003415,1
0.1,0.1,goodreads/*.png,present,23f2003415,1
0.1,0.1,happiness/README.md,present,23f2003415,1
0.1,0.1,happiness/*.png,present,23f2003415,1
0.1,0.1,media/README.md,present,23f2003415,1
0.1,0.1,media/*.png,present,23f2003415,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2003415,1
0.5,0.5,uv run autolysis *,ran,23f2003415,1
0.5,0.5,public_repo,exists,23f2003777,1
0.5,0.5,mit_license,present,23f2003777,1
0.4,0.4,autolysis.py,present,23f2003777,1
0.1,0.1,goodreads/README.md,present,23f2003777,1
0.1,0.1,goodreads/*.png,present,23f2003777,1
0.1,0.1,happiness/README.md,present,23f2003777,1
0.1,0.1,happiness/*.png,present,23f2003777,1
0.1,0.1,media/README.md,present,23f2003777,1
0.1,0.1,media/*.png,present,23f2003777,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2003777,1
0.5,0.5,uv run autolysis *,ran,23f2003777,1
0.5,0.5,public_repo,exists,23f2003803,1
0.5,0.5,mit_license,present,23f2003803,1
0.4,0.4,autolysis.py,present,23f2003803,1
0.1,0.1,goodreads/README.md,present,23f2003803,1
0.1,0.1,goodreads/*.png,present,23f2003803,1
0.1,0.1,happiness/README.md,present,23f2003803,1
0.1,0.1,happiness/*.png,present,23f2003803,1
0.1,0.1,media/README.md,present,23f2003803,1
0.1,0.1,media/*.png,present,23f2003803,1
0.0,0.5,uv run autolysis goodreads.csv,no *.png in /root/.local/share/tds-sep-24-project-2/eval/23f2003803/goodreads.csv,23f2003803,0
0.0,0.5,uv run autolysis *,did not run all,23f2003803,0
0.5,0.5,public_repo,exists,23f2004152,1
0.5,0.5,mit_license,present,23f2004152,1
0.4,0.4,autolysis.py,present,23f2004152,1
0.1,0.1,goodreads/README.md,present,23f2004152,1
0.1,0.1,goodreads/*.png,present,23f2004152,1
0.1,0.1,happiness/README.md,present,23f2004152,1
0.1,0.1,happiness/*.png,present,23f2004152,1
0.1,0.1,media/README.md,present,23f2004152,1
0.1,0.1,media/*.png,present,23f2004152,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2004152,1
0.5,0.5,uv run autolysis *,ran,23f2004152,1
0.5,0.5,public_repo,exists,23f2004225,1
0.5,0.5,mit_license,present,23f2004225,1
0.4,0.4,autolysis.py,present,23f2004225,1
0.1,0.1,goodreads/README.md,present,23f2004225,1
0.1,0.1,goodreads/*.png,present,23f2004225,1
0.1,0.1,happiness/README.md,present,23f2004225,1
0.1,0.1,happiness/*.png,present,23f2004225,1
0.1,0.1,media/README.md,present,23f2004225,1
0.1,0.1,media/*.png,present,23f2004225,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2004225,1
0.5,0.5,uv run autolysis *,ran,23f2004225,1
0.5,0.5,public_repo,exists,23f2004747,1
0.5,0.5,mit_license,present,23f2004747,1
0.4,0.4,autolysis.py,present,23f2004747,1
0.1,0.1,goodreads/README.md,present,23f2004747,1
0.1,0.1,goodreads/*.png,present,23f2004747,1
0.1,0.1,happiness/README.md,present,23f2004747,1
0.1,0.1,happiness/*.png,present,23f2004747,1
0.1,0.1,media/README.md,present,23f2004747,1
0.1,0.1,media/*.png,present,23f2004747,1
0.0,0.5,uv run autolysis goodreads.csv,"Command '['uv', 'run', '/root/.local/share/tds-sep-24-project-2/23f2004747/autolysis.py', '/root/.local/share/tds-sep-24-project-2/datasets/goodreads.csv']' timed out after 120 seconds",23f2004747,0
0.0,0.5,uv run autolysis *,did not run all,23f2004747,0
0.5,0.5,public_repo,exists,23f2004790,1
0.5,0.5,mit_license,present,23f2004790,1
0.4,0.4,autolysis.py,present,23f2004790,1
0.1,0.1,goodreads/README.md,present,23f2004790,1
0.1,0.1,goodreads/*.png,present,23f2004790,1
0.1,0.1,happiness/README.md,present,23f2004790,1
0.1,0.1,happiness/*.png,present,23f2004790,1
0.1,0.1,media/README.md,present,23f2004790,1
0.1,0.1,media/*.png,present,23f2004790,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2004790,1
0.5,0.5,uv run autolysis *,ran,23f2004790,1
0.5,0.5,public_repo,exists,23f2005021,1
0.5,0.5,mit_license,present,23f2005021,1
0.4,0.4,autolysis.py,present,23f2005021,1
0.1,0.1,goodreads/README.md,present,23f2005021,1
0.1,0.1,goodreads/*.png,present,23f2005021,1
0.1,0.1,happiness/README.md,present,23f2005021,1
0.1,0.1,happiness/*.png,present,23f2005021,1
0.1,0.1,media/README.md,present,23f2005021,1
0.1,0.1,media/*.png,present,23f2005021,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2005021,1
0.5,0.5,uv run autolysis *,ran,23f2005021,1
0.5,0.5,public_repo,exists,23f2005059,1
0.5,0.5,mit_license,present,23f2005059,1
0.4,0.4,autolysis.py,present,23f2005059,1
0.1,0.1,goodreads/README.md,present,23f2005059,1
0.1,0.1,goodreads/*.png,present,23f2005059,1
0.1,0.1,happiness/README.md,present,23f2005059,1
0.1,0.1,happiness/*.png,present,23f2005059,1
0.1,0.1,media/README.md,present,23f2005059,1
0.1,0.1,media/*.png,present,23f2005059,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f2005059,1
0.5,0.5,uv run autolysis *,ran,23f2005059,1
0.5,0.5,public_repo,exists,23f3001470,1
0.5,0.5,mit_license,present,23f3001470,1
0.4,0.4,autolysis.py,present,23f3001470,1
0.1,0.1,goodreads/README.md,present,23f3001470,1
0.1,0.1,goodreads/*.png,present,23f3001470,1
0.1,0.1,happiness/README.md,present,23f3001470,1
0.1,0.1,happiness/*.png,present,23f3001470,1
0.1,0.1,media/README.md,present,23f3001470,1
0.1,0.1,media/*.png,present,23f3001470,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3001470,1
0.5,0.5,uv run autolysis *,ran,23f3001470,1
0.5,0.5,public_repo,exists,23f3002347,1
0.5,0.5,mit_license,present,23f3002347,1
0.4,0.4,autolysis.py,present,23f3002347,1
0.1,0.1,goodreads/README.md,present,23f3002347,1
0.1,0.1,goodreads/*.png,present,23f3002347,1
0.1,0.1,happiness/README.md,present,23f3002347,1
0.1,0.1,happiness/*.png,present,23f3002347,1
0.1,0.1,media/README.md,present,23f3002347,1
0.1,0.1,media/*.png,present,23f3002347,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3002347,1
0.5,0.5,uv run autolysis *,ran,23f3002347,1
0.5,0.5,public_repo,exists,23f3003117,1
0.5,0.5,mit_license,present,23f3003117,1
0.4,0.4,autolysis.py,present,23f3003117,1
0.1,0.1,goodreads/README.md,present,23f3003117,1
0.1,0.1,goodreads/*.png,present,23f3003117,1
0.1,0.1,happiness/README.md,present,23f3003117,1
0.1,0.1,happiness/*.png,present,23f3003117,1
0.1,0.1,media/README.md,present,23f3003117,1
0.1,0.1,media/*.png,present,23f3003117,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3003117,1
0.5,0.5,uv run autolysis *,ran,23f3003117,1
0.5,0.5,public_repo,exists,23f3003721,1
0.5,0.5,mit_license,present,23f3003721,1
0.4,0.4,autolysis.py,present,23f3003721,1
0.1,0.1,goodreads/README.md,present,23f3003721,1
0.1,0.1,goodreads/*.png,present,23f3003721,1
0.1,0.1,happiness/README.md,present,23f3003721,1
0.1,0.1,happiness/*.png,present,23f3003721,1
0.1,0.1,media/README.md,present,23f3003721,1
0.1,0.1,media/*.png,present,23f3003721,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3003721,1
0.5,0.5,uv run autolysis *,ran,23f3003721,1
0.5,0.5,public_repo,exists,23f3004035,1
0.5,0.5,mit_license,present,23f3004035,1
0.4,0.4,autolysis.py,present,23f3004035,1
0.1,0.1,goodreads/README.md,present,23f3004035,1
0.1,0.1,goodreads/*.png,present,23f3004035,1
0.1,0.1,happiness/README.md,present,23f3004035,1
0.1,0.1,happiness/*.png,present,23f3004035,1
0.1,0.1,media/README.md,present,23f3004035,1
0.1,0.1,media/*.png,present,23f3004035,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3004035,1
0.5,0.5,uv run autolysis *,ran,23f3004035,1
0.5,0.5,public_repo,exists,23f3004177,1
0.5,0.5,mit_license,present,23f3004177,1
0.4,0.4,autolysis.py,present,23f3004177,1
0.1,0.1,goodreads/README.md,present,23f3004177,1
0.1,0.1,goodreads/*.png,present,23f3004177,1
0.1,0.1,happiness/README.md,present,23f3004177,1
0.1,0.1,happiness/*.png,present,23f3004177,1
0.1,0.1,media/README.md,present,23f3004177,1
0.1,0.1,media/*.png,present,23f3004177,1
0.5,0.5,uv run autolysis goodreads.csv,ran,23f3004177,1
